hour_bin,transactions,average_risk,observed_fraud,risk_baseline,risk_std,risk_lift,z_score,spike_score,transaction_risk_score,final_risk_score,severity,explanation,alert
3917,23,0.09126591002514227,5,0.050095378453095994,0.02108253923457379,1.821842909333323,1.9528260383611515,27.274224395499903,9.126591002514227,16.385644359708497,LOW,risk 1.8x above recent baseline,False
3918,28,0.040215753139075064,2,0.05127383919631656,0.022572092051700673,0.7843327858695649,-0.4899008045826367,9.74790953665961,4.0215753139075066,6.312109003008347,LOW,no major anomaly detected,False
3919,8,0.032527343644772735,0,0.049444725686588496,0.02155071149077896,0.6578526464268671,-0.7850034115604169,6.3606963845777225,3.2527343644772735,4.495919172517453,LOW,no major anomaly detected,False
3920,9,0.03020870800388055,0,0.049120708610921736,0.02175164517995794,0.6149892552071978,-0.8694515035794527,6.6657021895985515,3.020870800388055,4.4788033560722535,LOW,no major anomaly detected,False
3921,4,0.021941091660942116,0,0.04897167700373615,0.02187319645576064,0.44803635495815647,-1.2357857891261759,4.659125888366308,2.194109166094212,3.1801158550030504,LOW,no major anomaly detected,False
3922,23,0.044334331874366306,0,0.048541643128063416,0.022313032248643505,0.9133257347181819,-0.1885584714266206,9.200077095985588,4.433433187436631,6.340090750856214,LOW,no major anomaly detected,False
3923,41,0.06424489591422211,1,0.04909497964444164,0.022023294759073178,1.3085838181317118,0.687904168541312,13.13447498525742,6.424489591422211,9.108483748956296,LOW,no major anomaly detected,False
3924,91,0.03924378858921504,3,0.05048305453015541,0.021878059410577872,0.7773655725560992,-0.5137231657532786,13.090024820644249,3.924378858921504,7.590637243610603,LOW,no major anomaly detected,False
3925,108,0.0323207730912319,2,0.050869706282319606,0.02157962570290888,0.6353638629611154,-0.8595576886482955,13.580878268468922,3.23207730912319,7.371597692861483,LOW,108 transactions in window,False
3926,119,0.033976615178632326,4,0.050530547279253664,0.021813037742162058,0.6723975299705909,-0.7589008141046085,13.859202984351896,3.3976615178632326,7.582278104458698,LOW,119 transactions in window,False
3927,178,0.03700214691011383,7,0.05017250961427622,0.02201894073302353,0.7374984268194777,-0.5981378879143701,15.016847381446407,3.700214691011383,8.226867767185393,LOW,178 transactions in window,False
3928,208,0.06604679690087024,19,0.05024356353863447,0.021971551162458604,1.3145324942981798,0.7192588836985601,17.824397886755747,6.604679690087025,11.092566968754515,LOW,208 transactions in window,False
3929,166,0.03700429614789477,2,0.05119124622220043,0.02214893906458051,0.722863748760367,-0.6405250397294526,14.81596604858521,3.7004296147894773,8.146644188307771,LOW,166 transactions in window,False
3930,217,0.03856445303766109,9,0.050517118174661174,0.022331135185908357,0.7633937649476725,-0.5352466427475926,15.587454569701165,3.8564453037661086,8.548849010140131,LOW,217 transactions in window,False
3931,217,0.04114056900906388,16,0.04966325254814793,0.022382121572993185,0.8283905483068914,-0.38078086169309894,15.587454569701165,4.114056900906388,8.703415968424299,LOW,217 transactions in window,False
3932,191,0.035938006757706156,1,0.049832183704945084,0.022298211015355555,0.7211806524573366,-0.6231072500691096,15.219805999682311,3.593800675770616,8.244202805335295,LOW,191 transactions in window,False
3933,202,0.04382529742259729,18,0.04964792377979119,0.022397933349308712,0.882721654524374,-0.25996266112532235,15.381081392408083,4.382529742259729,8.78195040231907,LOW,202 transactions in window,False
3934,183,0.04538816945606276,5,0.049323784448570294,0.02242465962513909,0.9202085761158254,-0.17550388983811036,15.09660112187649,4.538816945606277,8.761930616114363,LOW,183 transactions in window,False
3935,178,0.045108218947164797,3,0.049117772146645776,0.022437697614822553,0.9183685858652123,-0.17869717598976068,15.016847381446407,4.5108218947164795,8.71323208940845,LOW,178 transactions in window,False
3936,166,0.045584826668152924,6,0.049050210736419686,0.022447639899810017,0.9293502715637932,-0.15437632124061698,14.81596604858521,4.5584826668152925,8.66147601952326,LOW,166 transactions in window,False
3937,131,0.04390991376365006,6,0.049296670380528346,0.022372517328751004,0.8907277798825538,-0.24077561490837437,14.135114296444437,4.390991376365006,8.28864054439678,LOW,131 transactions in window,False
3938,88,0.046123260822996996,2,0.04878818800382851,0.022349518066665398,0.9453776151591776,-0.11923868661876375,12.994053235674526,4.6123260822997,7.965016943649631,LOW,no major anomaly detected,False
3939,90,0.04257081901790215,4,0.04790428521250018,0.02200080759240383,0.8886641107170447,-0.24242138258776955,13.058386498308906,4.257081901790214,7.777603740397691,LOW,no major anomaly detected,False
3940,56,0.05531603692659731,1,0.044507379373431445,0.014860313778712636,1.2428509093397233,0.7273505602990189,13.525520690165088,5.531603692659731,8.729170491661874,LOW,no major anomaly detected,False
3941,41,0.03982228973718749,3,0.04390841762124645,0.014069797288620439,0.9069397599497696,-0.290418390559457,10.82009634926958,3.982228973718749,6.717375923939082,LOW,no major anomaly detected,False
3942,36,0.06639554058964624,4,0.04176493344258166,0.009817369855439675,1.589743718397796,2.508880434347401,33.737248983171575,6.639554058964624,17.478632028647404,LOW,risk 1.6x above recent baseline; 2.5σ statistical deviation,False
3943,25,0.07648596556307515,0,0.0428557579196888,0.011018692745924612,1.784730203731526,3.052105038124859,40.96858044833985,7.648596556307514,20.97659011312045,LOW,risk 1.8x above recent baseline; 3.1σ statistical deviation,False
3944,12,0.07445266736081481,3,0.04468736716628472,0.01274544466346774,1.6660786276302963,2.3353677318019628,29.112900997312185,7.445266736081481,16.11232044057376,LOW,risk 1.7x above recent baseline; 2.3σ statistical deviation,False
3945,9,0.027433314707047796,0,0.04653086547282365,0.013722473051260706,0.5895724145313871,-1.3916989083845448,6.6657021895985515,2.7433314707047796,4.312279758262289,LOW,no major anomaly detected,False
3946,24,0.05593325233989601,0,0.04675970809974472,0.013334894967326757,1.1961848055292152,0.6879352452815236,10.789637818201731,5.593325233989601,7.671850267674453,LOW,no major anomaly detected,False
3947,43,0.030669237328172914,0,0.04724299645247513,0.013452836436147203,0.6491806115436631,-1.2319899378074073,10.954766104155578,3.0669237328172914,6.222060681352605,LOW,no major anomaly detected,False
3948,91,0.028684476481445453,1,0.045844010678056414,0.013353334749697809,0.6256973606189193,-1.2850373721814536,13.090024820644249,2.8684476481445453,6.957078517144428,LOW,no major anomaly detected,False
3949,169,0.03675693205036646,4,0.045404039340232676,0.013748369884573796,0.8095520263060828,-0.6289550952195871,14.867508259018889,3.675693205036646,8.152419226629544,LOW,169 transactions in window,False
3950,209,0.039298225957598854,4,0.04558887929686328,0.013593775977359899,0.8620134244077096,-0.4627598210932237,15.479222237635886,3.9298225957598856,8.549582452510286,LOW,209 transactions in window,False
3951,231,0.03797097966329512,3,0.045810613079320224,0.013438644475860656,0.8288686204122411,-0.5833648944361277,15.767638440356336,3.7970979663295124,8.585314155940242,LOW,231 transactions in window,False
3952,223,0.03538719844945204,7,0.045850981110702786,0.013412464139892841,0.771787159014396,-0.7801536356118337,15.666053361909682,3.538719844945204,8.389653251730996,LOW,223 transactions in window,False
3953,191,0.03914581317577324,1,0.04457349784189369,0.01285372407056547,0.8782306767718129,-0.4222655345892822,15.219805999682311,3.9145813175773236,8.436671190419318,LOW,191 transactions in window,False
3954,217,0.04294648124930378,5,0.04466272771805529,0.012806239946998992,0.9615731829102391,-0.13401642291996035,15.587454569701165,4.294648124930378,8.811770702838693,LOW,217 transactions in window,False
3955,168,0.04070202675350436,2,0.04484531222687374,0.012746613247955414,0.9076093962194225,-0.3250499087696078,14.850429285120864,4.070202675350436,8.382293319258608,LOW,168 transactions in window,False
3956,222,0.03865385340170576,4,0.04482703963289209,0.012752467983879847,0.8622887819106234,-0.48407776745565945,15.65310086746505,3.865385340170576,8.580471551088365,LOW,222 transactions in window,False
3957,158,0.03128740015970162,3,0.04494019990972541,0.012682015868883251,0.6962007339208738,-1.0765480733644617,14.673857631758786,3.128740015970162,7.746787062285612,LOW,158 transactions in window,False
3958,210,0.0348802895129674,9,0.04441778752377142,0.012984567914162469,0.7852775083473087,-0.7345256364211648,15.492974651523328,3.48802895129674,8.290007231387374,LOW,210 transactions in window,False
3959,178,0.040899756161559456,5,0.04397995919280911,0.013126804090960599,0.9299634859198942,-0.23464988202046427,15.016847381446407,4.089975616155946,8.46072432227213,LOW,178 transactions in window,False
3960,166,0.04716355211314119,3,0.043804606576742226,0.013139180348762285,1.0766801895712579,0.2556434607974139,15.391067470369645,4.716355211314119,8.98624011493633,LOW,166 transactions in window,False
3961,179,0.04937960944583216,3,0.04387038680361673,0.013152425579043869,1.1255795319716952,0.4188750287242399,15.974821365196231,4.937960944583216,9.352705112828422,LOW,179 transactions in window,False
3962,120,0.04811144513033427,3,0.04409829079037433,0.013200441814693042,1.0910047593235954,0.3040166682521952,14.565762698309156,4.811144513033427,8.712991787143718,LOW,120 transactions in window,False
3963,141,0.06931212500059201,7,0.04418113180318004,0.013219926453937492,1.568817324765843,1.9009934196666296,29.875060811378273,6.9312125000592015,16.10875182458683,LOW,risk 1.6x above recent baseline; 141 transactions in window,False
3964,69,0.0526402364690106,1,0.045295352885792124,0.014171015213566892,1.1621553452014801,0.5183032741498091,13.515039134358126,5.26402364690106,8.564429841883886,LOW,no major anomaly detected,False
3965,35,0.03930697302540537,0,0.04518386120005934,0.01409909238046133,0.8699339096180152,-0.4168274110181893,10.373848987042207,3.930697302540537,6.5079579763412045,LOW,no major anomaly detected,False
3966,26,0.046231995757171324,6,0.04516238967040175,0.014108002105406964,1.023683558256674,0.07581556047256609,9.718671263791641,4.623199575717132,6.661388250946936,LOW,no major anomaly detected,False
3967,18,0.02826186799567111,0,0.04432224196904863,0.013369625928429605,0.6376452710900118,-1.2012582894504342,8.523790677828302,2.826186799567111,5.105228350871587,LOW,no major anomaly detected,False
3968,18,0.05319418108457663,2,0.0423129045704068,0.011864654588671312,1.2571621264161592,0.9171170077348536,10.452506625949496,5.319418108457663,7.372653515454396,LOW,no major anomaly detected,False
3969,16,0.02393820054469681,0,0.04142713430889687,0.010009383308764837,0.5778386785386663,-1.747253874160825,8.201806069420336,2.393820054469681,4.717014460449943,LOW,no major anomaly detected,False
3970,21,0.0346583749316267,1,0.041281504552132246,0.010244500479334808,0.8395618160636189,-0.6465058627178276,8.948189802923338,3.46583749316267,5.658778417066937,LOW,no major anomaly detected,False
3971,50,0.030280000576536393,0,0.04039505132678769,0.009833788514653696,0.7495967843084885,-1.0286016152552477,11.382154261709196,3.028000057653639,6.3696617392758625,LOW,no major anomaly detected,False
3972,101,0.03621126861971807,1,0.04037883312880284,0.009850832235195665,0.8967883867324542,-0.4230672505206852,13.38873056294144,3.621126861971807,7.52816834235966,LOW,101 transactions in window,False
3973,145,0.04036339061049967,5,0.040692449467897525,0.009578383028746166,0.9919135156103727,-0.03435432227029334,14.426931569866197,4.036339061049967,8.192576064576459,LOW,145 transactions in window,False
3974,157,0.04073817161253675,1,0.040842718574569746,0.009542178076777425,0.9974402545745793,-0.01095629961962588,14.655593358688465,4.073817161253674,8.306527640227591,LOW,157 transactions in window,False
3975,182,0.04410894118696893,4,0.04090271631019216,0.0095365699226716,1.0783866003534304,0.33620315299681347,15.668724685326477,4.410894118696893,8.914026345348727,LOW,182 transactions in window,False
3976,181,0.04734095812115913,4,0.041158464707011906,0.009536832123391709,1.1502119541668412,0.6482753742705559,16.191552455792458,4.734095812115912,9.31707846958653,LOW,181 transactions in window,False
3977,203,0.04026689250044835,3,0.04165653802666636,0.009534465402315031,0.9666403980732043,-0.14574970568151627,15.39530686417368,4.026689250044835,8.574136295696373,LOW,203 transactions in window,False
3978,219,0.04701497584886216,1,0.04170324966519449,0.009524370821721424,1.1273695989236263,0.5576983806167721,16.569163984449087,4.701497584886216,9.448564144711366,LOW,219 transactions in window,False
3979,203,0.0416796346558898,6,0.04187277027350942,0.009583484040698066,0.9953875605469121,-0.020152964913327187,15.39530686417368,4.16796346558898,8.65890082502286,LOW,203 transactions in window,False
3980,226,0.04418869499765385,10,0.04191350393610882,0.009580368663297523,1.0542830078108771,0.2374847087316489,16.11168927362458,4.418869499765385,9.095997409309064,LOW,226 transactions in window,False
3981,190,0.03886554096107771,5,0.04214412233594,0.0095650959724176,0.9222054893271237,-0.34276513108876006,15.204689110610534,3.886554096107771,8.413808101908876,LOW,190 transactions in window,False
3982,177,0.044446576393428056,5,0.042459878202663996,0.009312876170677418,1.0467900115323319,0.21332810126042373,15.351554623399261,4.444657639342806,8.807416432965388,LOW,177 transactions in window,False
3983,195,0.045397470286118465,2,0.04285847348934985,0.009178107144184757,1.059241419258657,0.2766362123346226,15.72380695840136,4.539747028611846,9.013371000527652,LOW,195 transactions in window,False
3984,184,0.050517391713167555,16,0.043045878244539815,0.00918229157104918,1.1735709381089343,0.8136872381818774,16.414073590028906,5.051739171316756,9.596672938801616,LOW,184 transactions in window,False
3985,134,0.04520729403193781,4,0.04318562156120758,0.009272757209573275,1.0468135550130935,0.21802279786243467,14.551272127831098,4.520729403193781,8.532946493048708,LOW,134 transactions in window,False
3986,155,0.058396340963990004,6,0.043011775085628645,0.00919032793920081,1.3576826542902143,1.6739953111726715,25.72627673414878,5.839634096399,13.794291151498914,LOW,155 transactions in window,False
3987,96,0.05049048258709234,4,0.043440312412030974,0.009665941341569324,1.162295567955188,0.7293826773747762,14.460445458994931,5.0490482587092345,8.813607138823514,LOW,no major anomaly detected,False
3988,61,0.038348135064112145,3,0.042656077311468484,0.008114649465166057,0.8990075384592828,-0.530884576819879,11.947549209306757,3.8348135064112143,7.079907787569432,LOW,no major anomaly detected,False
3989,30,0.0419847335074242,1,0.04206057308626438,0.00787085226098474,0.9981968962076518,-0.009635497697766452,9.940972908074516,4.19847335074242,6.495473173675258,LOW,no major anomaly detected,False
3990,22,0.03695360572136492,0,0.04217214643968183,0.0078490706286121,0.8762562222015208,-0.6648609708382347,9.076872218179766,3.695360572136492,5.847965230553801,LOW,no major anomaly detected,False
3991,15,0.040573324859908104,0,0.04178554685485656,0.0078688867033951,0.970989442853072,-0.1540525414383502,8.026305204928967,4.05733248599081,5.644921573566073,LOW,no major anomaly detected,False
3992,12,0.031029076649835046,0,0.042298524224199774,0.007331912931459668,0.7335735044884316,-1.5370405622262564,7.425214642560432,3.102907664983505,4.831830456014275,LOW,no major anomaly detected,False
3993,12,0.030969175836345012,0,0.04137497820608554,0.007295693794418594,0.7485001123647719,-1.426293737505986,7.425214642560432,3.096917583634501,4.828236407204874,LOW,no major anomaly detected,False
3994,49,0.024487109960938235,0,0.04166793550990421,0.006680289419806955,0.5876727431124539,-2.571868443008636,11.32482807796486,2.4487109960938236,5.999157828842238,LOW,no major anomaly detected,False
3995,58,0.0203486744388163,0,0.0412441328027922,0.007425398107491488,0.49337137323538804,-2.8140522651431255,11.803972131458039,2.03486744388163,5.942509318912194,LOW,no major anomaly detected,False
3996,67,0.0303613779548114,6,0.04083032754705385,0.008289434611423637,0.7435986870255257,-1.2629268560506208,12.214958671884819,3.0361377954811397,6.7076661460426115,LOW,no major anomaly detected,False
3997,181,0.03012790155494507,5,0.04058658210268275,0.008514121308446393,0.7423118674719258,-1.2283922402376617,15.06496279954115,3.012790155494507,7.833659213113164,LOW,181 transactions in window,False
3998,176,0.03967499868659568,15,0.040160103392034636,0.00877804817427076,0.9879207306638764,-0.05526339065452414,14.9843203237469,3.967499868659568,8.374228050694501,LOW,176 transactions in window,False
3999,157,0.04008345534049936,3,0.04011580452012043,0.008777686757247495,0.9991936051137938,-0.003685387792445333,14.655593358688465,4.008345534049936,8.267244663905348,LOW,157 transactions in window,False
4000,189,0.04830431971633457,1,0.0399480759431842,0.008736429893689343,1.2091776281049174,0.9564826679587287,16.758325078213733,4.830431971633457,9.601589214265568,LOW,189 transactions in window,False
4001,177,0.04366794176380932,3,0.039988216009649837,0.008774006078504194,1.092020252998321,0.41938946944367883,15.690781434394177,4.366794176380933,8.896389079586232,LOW,177 transactions in window,False
4002,194,0.044850963489874954,4,0.04012992639562321,0.00880610943642545,1.1176438014789543,0.5361092918881657,16.14701723430776,4.485096348987495,9.149864703115602,LOW,194 transactions in window,False
4003,186,0.0360407986529035,3,0.040039759213998743,0.008743402781827728,0.9001252595021321,-0.45736890554861254,15.14341957111143,3.60407986529035,8.219815747618782,LOW,186 transactions in window,False
4004,185,0.03333896729564113,2,0.03980480771387432,0.008773132804806356,0.8375613201121063,-0.7370047350350019,15.12789740159562,3.333896729564113,8.051496998376717,LOW,185 transactions in window,False
4005,228,0.044905263495208944,10,0.03935273572629045,0.008816842894680215,1.1410963600482038,0.6297637187420795,16.78818324208687,4.490526349520894,9.409589106547285,LOW,228 transactions in window,False
4006,188,0.03465568164114264,6,0.039604390831879256,0.008888237971198804,0.8750464509921665,-0.5567705552857917,15.174216432615061,3.465568164114264,8.149027471514582,LOW,188 transactions in window,False
4007,175,0.040588781322994365,2,0.03919643688386736,0.008881016723092286,1.035522219615326,0.1567775945637676,15.234335353735007,4.058878132299436,8.529061020873666,LOW,175 transactions in window,False
4008,164,0.043489485996496095,0,0.03899607484373719,0.008788799353808881,1.1152272676356438,0.5112656429926978,15.645292089613594,4.348948599649609,8.867485995635203,LOW,164 transactions in window,False
4009,180,0.04733494312162319,10,0.03870324543887588,0.008500590485393266,1.2230225807905275,1.015423304719752,16.914473684841116,4.7334943121623185,9.60588606123384,LOW,180 transactions in window,False
4010,116,0.047442568284665934,6,0.038791897484279435,0.008582073895880116,1.223002002000346,1.0079930451938097,15.558339107063373,4.744256828466593,9.069889739905307,LOW,116 transactions in window,False
4011,111,0.08306249854499832,13,0.038335490289307605,0.007744553049765513,2.1667258698962253,5.775285929127304,72.40992108489912,8.306249854499832,33.94771834665955,MEDIUM,risk 2.2x above recent baseline; 5.8σ statistical deviation; 111 transactions in window,True
4012,44,0.08375417413750413,0,0.039692657620887015,0.011773315624747434,2.110067180118248,3.742490044520687,53.62645168033947,8.375417413750414,26.475831120386037,LOW,risk 2.1x above recent baseline; 3.7σ statistical deviation,False
4013,38,0.05393313326578991,2,0.04158457591561169,0.014805635060051376,1.296950421599522,0.834044422957388,12.832690996845706,5.393313326578991,8.369064394685678,LOW,no major anomaly detected,False
4014,32,0.07058251042770224,1,0.04208242590554359,0.015019024618152844,1.6772443343957573,1.8975988951846998,26.421280391756884,7.058251042770223,14.803462782364889,LOW,risk 1.7x above recent baseline,False
4015,7,0.08099179692463412,2,0.04348363026830765,0.01605285341607626,1.8625813076067779,2.336542026775353,29.195864045439475,8.099179692463412,16.537853433653837,LOW,risk 1.9x above recent baseline; 2.3σ statistical deviation,False
4016,8,0.044974120868342814,1,0.04516773327100457,0.017763284291083564,0.995713479764413,-0.010899583629303244,6.3606963845777225,4.497412086834282,5.242725805931658,LOW,no major anomaly detected,False
4017,29,0.04082377106559439,8,0.04574877678010905,0.01750691960069364,0.8923467235378415,-0.28131766334949787,9.846050381887412,4.08237710655944,6.387846416690628,LOW,no major anomaly detected,False
4018,20,0.03335136783368596,0,0.0461593849146611,0.01725901664799883,0.722526261893341,-0.7421058419605975,8.813520048037338,3.335136783368596,5.526490089236093,LOW,no major anomaly detected,False
4019,67,0.026113402936850265,1,0.04652872899269226,0.01686542374828385,0.5612318131654016,-1.2104840269975055,12.214958671884819,2.6113402936850263,6.4527876449649435,LOW,no major anomaly detected,False
4020,120,0.0336884926900067,5,0.04676892601344368,0.016513740694557338,0.7203178597755907,-0.7920939032152831,13.88322700338219,3.3688492690006697,7.574600362753278,LOW,120 transactions in window,False
4021,123,0.0275328476782349,3,0.046907555794076815,0.01638346514705483,0.5869597597262054,-1.1825769421754349,13.954125510538997,2.75328476782349,7.233621064909693,LOW,123 transactions in window,False
4022,186,0.037877421411874036,7,0.046799428549213894,0.016507118777025168,0.8093564940016832,-0.5404945137826007,15.14341957111143,3.7877421411874037,8.330013113157015,LOW,186 transactions in window,False
4023,177,0.04193153313049768,5,0.0467245294961005,0.016544885445079382,0.8974201256322372,-0.28969655797939087,15.00062953690677,4.193153313049768,8.51614380259257,LOW,177 transactions in window,False
4024,227,0.03950105651281806,5,0.04680153273735043,0.016516909689939192,0.8440120270098301,-0.44200012965980257,15.717291472581651,3.950105651281806,8.656979979801743,LOW,227 transactions in window,False
4025,212,0.04511506967011152,12,0.046434730103870565,0.016579715940692817,0.97158031432923,-0.07959487596045618,15.520285020858202,4.511506967011152,8.915018188549972,LOW,212 transactions in window,False
4026,199,0.057529938957932736,13,0.046495027099966495,0.01657184579992521,1.237335314037793,0.6658830881721118,17.117995535712787,5.752993895793273,10.298994551761078,LOW,199 transactions in window,False
4027,200,0.04044250484806451,8,0.04702331774446889,0.01671860176493976,0.8600521355773871,-0.39362220530935,15.352419003022503,4.044250484806451,8.567517892092873,LOW,200 transactions in window,False
4028,207,0.039416014941333156,4,0.04720672216926727,0.01661671750508179,0.8349661474058867,-0.468847546186636,15.451519847489397,3.9416014941333155,8.545568835475748,LOW,207 transactions in window,False
4029,176,0.04490426096210887,4,0.04745993248783777,0.016441587828630304,0.9461509658408421,-0.15543945951975643,14.9843203237469,4.4904260962108875,8.687983787225292,LOW,176 transactions in window,False
4030,205,0.046208781403329804,7,0.04745989071562528,0.01644159460260129,0.9736385968566175,-0.07609415890217434,15.42354979725498,4.62087814033298,8.94194680310178,LOW,205 transactions in window,False
4031,172,0.039189236663513885,2,0.04794126987238307,0.01621801848699184,0.8174426077538914,-0.5396487379693778,14.918148810048116,3.9189236663513887,8.31861372383008,LOW,172 transactions in window,False
4032,176,0.05048140456895907,14,0.04788295551157138,0.016248093169312836,1.054266680693086,0.15992332332850484,15.391320428945047,5.048140456895907,9.185412445715563,LOW,176 transactions in window,False
4033,145,0.05817447286484974,2,0.04817428545209068,0.016228563969248162,1.2075835130487662,0.6162090146551855,15.983807917731943,5.817447286484974,9.88399153898376,LOW,145 transactions in window,False
4034,134,0.05075859432741301,2,0.048625932524725114,0.01635453433529097,1.0438585275789516,0.1304018664772306,14.529109422075031,5.075859432741301,8.857159428474795,LOW,134 transactions in window,False
4035,82,0.057098942035256915,0,0.04876410027650624,0.016358109242863746,1.1709216762226673,0.509523541810724,14.073915614031812,5.709894203525692,9.05550276772814,LOW,no major anomaly detected,False
4036,57,0.07639951695829277,7,0.04768228542193368,0.014772947773730111,1.602262061942804,1.9439066580486595,28.07028452807112,7.639951695829277,15.812084828726015,LOW,risk 1.6x above recent baseline,False
4037,32,0.062324099356033884,11,0.047375841372799876,0.014050783850889493,1.315524907845042,1.0638735989300483,13.286818489443375,6.232409935603388,9.054173357139383,LOW,no major anomaly detected,False
4038,21,0.04839745023271085,2,0.047725464959893375,0.014322804524165355,1.014080224747568,0.046917157298607765,9.053791488530097,4.839745023271085,6.52536360937469,LOW,no major anomaly detected,False
4039,21,0.1115180417876928,3,0.04680108745176873,0.013474262814537345,2.3828087734631955,4.803005197887421,66.85682057749005,11.15180417876928,33.43381073825759,MEDIUM,elevated predicted fraud probability; risk 2.4x above recent baseline; 4.8σ statistical deviation,False
4040,15,0.01889122861415286,2,0.04807301432106284,0.017639179287191,0.39296950442892875,-1.654373212709553,8.026305204928967,1.889122861415286,4.3439957988207585,LOW,no major anomaly detected,False
4041,17,0.05492365067510874,0,0.04698622714380493,0.018614932972184754,1.1689308551420976,0.426400865539739,9.634254099375697,5.492365067510874,7.149120680256804,LOW,no major anomaly detected,False
4042,31,0.039499471799618574,0,0.0475737221275347,0.018634475994677706,0.8302791968584919,-0.433296344379217,10.032881506161209,3.9499471799618573,6.383120910441598,LOW,no major anomaly detected,False
4043,60,0.02088419161236564,1,0.04782989312611522,0.018472009600284212,0.43663471204711574,-1.458731458938555,11.900476990386888,2.088419161236564,6.0132422928966935,LOW,no major anomaly detected,False
4044,92,0.038737322472033535,2,0.04761200932092837,0.01876777269329454,0.8136040260541184,-0.472868410861862,13.121321100363378,3.8737322472033533,7.572767788467363,LOW,no major anomaly detected,False
4045,136,0.03411847752073983,1,0.04782237722851282,0.018632728746555378,0.7134416877209858,-0.7354746529171914,14.242742963054718,3.411847752073983,7.744205836466278,LOW,136 transactions in window,False
4046,156,0.037991226678666175,4,0.04809677847195052,0.018367542385241575,0.7898912959590882,-0.550185298682322,14.637213121202924,3.7991226678666177,8.13435884920114,LOW,156 transactions in window,False
4047,162,0.045751112952671064,0,0.048101520358066856,0.01836480386614766,0.9511365256669768,-0.1279843456280174,14.745783758478234,4.5751112952671065,8.643380280551558,LOW,162 transactions in window,False
4048,194,0.04876622102181614,5,0.04826066951732408,0.0183255182898806,1.0104754349566283,0.027587296386112365,15.343254485390315,4.876622102181614,9.063275055465095,LOW,194 transactions in window,False
4049,216,0.045716631411590075,5,0.04864671803853234,0.01823030710336707,0.9397680512666571,-0.16072612547492912,15.574144763822991,4.571663141159007,8.972655790224602,LOW,216 transactions in window,False
4050,211,0.047660571017271836,13,0.04867178311109394,0.018225653232362228,0.9792238535515742,-0.05548289989554706,15.506662041934408,4.766057101727183,9.062299077810074,LOW,211 transactions in window,False
4051,214,0.05270415336534244,13,0.04826055944689974,0.018128177837649456,1.0920750602431766,0.24512082561403573,16.237903101187147,5.270415336534244,9.657410442395406,LOW,214 transactions in window,False
4052,199,0.05347246051893897,13,0.04877146146845299,0.018070956974726805,1.0963883162190402,0.26014112351994295,16.060893052072142,5.3472460518938965,9.632704851965194,LOW,199 transactions in window,False
4053,195,0.054455230016724844,3,0.04935714670085323,0.01798212945912868,1.103289668399399,0.2835083201608006,16.054168826956925,5.445523001672484,9.68898133178626,LOW,195 transactions in window,False
4054,182,0.04284169122788103,4,0.04975510374479556,0.01798498398306252,0.861051188791106,-0.3843991478349542,15.08082518267575,4.284169122788103,8.602831546743161,LOW,182 transactions in window,False
4055,200,0.04215518262189336,9,0.04961480832081853,0.01802693444624155,0.8496492085449601,-0.41380445028912993,15.352419003022503,4.215518262189336,8.670278558522604,LOW,200 transactions in window,False
4056,199,0.051104665590870284,12,0.049738389402417676,0.01796240681019794,1.0274692487004051,0.07606309125995969,15.54400004568238,5.110466559087028,9.283879953725169,LOW,199 transactions in window,False
4057,129,0.039821877110135497,6,0.04976435861166397,0.01796397820402235,0.8002087883998545,-0.5534676889834031,14.090916832158982,3.9821877110135495,8.025679359471722,LOW,129 transactions in window,False
4058,122,0.05890366084884383,2,0.048999667121884215,0.017981019751397247,1.2021236940717155,0.5508026721448882,15.446612782912664,5.890366084884383,9.712864764095697,LOW,122 transactions in window,False
4059,111,0.06278356031864642,2,0.0493390448936105,0.018092183818248665,1.27249241354441,0.7431118078446186,15.703170162260516,6.278356031864642,10.048281684022992,LOW,111 transactions in window,False
4060,66,0.09303526029495925,13,0.049575903988751724,0.018234840267094224,1.8766225688202884,2.383314340550179,36.03816933376304,9.303526029495925,19.99738335120277,LOW,risk 1.9x above recent baseline; 2.4σ statistical deviation,False
4061,28,0.09390956068267256,2,0.05026905996111283,0.019566380286637,1.868138388808527,2.2303819143985626,31.638721382705594,9.390956068267256,18.29006219404259,LOW,risk 1.9x above recent baseline; 2.2σ statistical deviation,False
4062,26,0.05014185785685365,1,0.051585120849722776,0.021389753135051755,0.9720217192652582,-0.06747450443941909,9.541044576866586,5.014185785685365,6.824929302157853,LOW,no major anomaly detected,False
4063,8,0.024892988717627563,0,0.05165780450072872,0.02138141246330108,0.4818824368983085,-1.2517795926270125,6.3606963845777225,2.4892988717627564,4.037857876888743,LOW,no major anomaly detected,False
4064,6,0.09644939672524189,2,0.04804842728947601,0.017858422977590944,2.007337225507214,2.710259998685228,34.56645103061793,9.644939672524188,19.613544215761685,LOW,risk 2.0x above recent baseline; 2.7σ statistical deviation,False
4065,21,0.026535901303164834,0,0.05128001762743805,0.019311081094297675,0.5174705963627916,-1.281342883054841,8.948189802923338,2.6535901303164833,5.171429999359225,LOW,no major anomaly detected,False
4066,32,0.03590237507656543,0,0.05009719473694039,0.019937432753948135,0.7166544008120266,-0.7119682777394705,10.121961693979955,3.5902375076565427,6.202927182185908,LOW,no major anomaly detected,False
